"","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","clickedType","clickedSize","clickedColor","column1","column2","column3","column4","column5"
"1645","7830-a",1449262300500,12,"subSuperTrial","distr12","gummyBears","target",3,4,"candy","snack","blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",2,3,"candy","snack","blackStimulus",NA,5,5,NA,NA,"chips","distrClass2",4,2,NA,"snack",1,1,0,"gummy","","1449262298417","gummy","False","False","False","gummyBears",NA,NA,"","","","",""
"1647","7830-a",1449262315040,14,"subSuperTrial","distr23","convertible","target",2,3,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"motorcycle","distrClass2",4,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"cookies","distrClass3",3,4,NA,"snack",1,1,0,"car","","1449262312056","car","False","False","False","convertible",NA,NA,"","","","",""
"1648","7830-a",1449262323184,15,"subSuperTrial","distr12","goldFish","target",2,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"snake","distrClass2",4,4,NA,"animal","discusFish","distrClass1",3,3,"fish","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"goldfish","","1449262320953","goldfish","False","False","False","goldFish",NA,NA,"","","","",""
"1649","7830-a",1449262328110,16,"subSuperTrial","distr22","dalmatian","target",3,3,"dog","animal","sheep","distrClass2",2,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",4,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"spots","","1449262326511","spots","False","False","False","dalmatian",NA,NA,"","","","",""
"1650","7830-a",1449262335368,17,"subSuperTrial","distr22","mnMs","target",4,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"popcorn","distrClass2",2,4,NA,"snack","chips","distrClass2",3,3,NA,"snack",1,1,0,"mmmmmm","","1449262332024","mmmmmm","False","False","False","mnMs",NA,NA,"","","","",""
"1651","7830-a",1449262339900,18,"subSuperTrial","distr22","sunflower","target",3,2,"flower","plant","grasses","distrClass2",4,4,NA,"plant","ivy","distrClass2",2,3,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"yellow","","1449262338511","yellow","False","False","False","sunflower",NA,NA,"","","","",""
"1655","7830-a",1449262366245,22,"subSuperTrial","distr22","bedsideTable","target",4,3,"table","furniture","wardrobe","distrClass2",2,2,NA,"furniture","bed","distrClass2",3,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"2 draws","","1449262364357","2 draws","False","False","False","bedsideTable",NA,NA,"","","","",""
"1658","7830-a",1449262383593,25,"subSuperTrial","distr22","swordFish","target",4,3,"fish","animal","kitten","distrClass2",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"elephant","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"sword","","1449262382077","sword","False","False","False","swordFish",NA,NA,"","","","",""
"1659","7830-a",1449262388861,26,"subSuperTrial","distr22","suv","target",3,2,"car","vehicle","firetruck","distrClass2",2,4,NA,"vehicle","motorcycle","distrClass2",4,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"white","","1449262386717","white","False","False","False","suv",NA,NA,"","","","",""
"1661","7830-a",1449262397378,28,"subSuperTrial","distr33","tShirt","target",4,3,"shirt","clothing","pretzels","distrClass3",2,4,NA,"snack","blackStimulus",NA,5,5,NA,NA,"ivy","distrClass3",3,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,1,1,0,"blue","","1449262396198","blue","False","False","False","tShirt",NA,NA,"","","","",""
"1664","7830-a",1449262412201,31,"subSuperTrial","distr12","grizzlyBear","target",3,3,"bear","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"snake","distrClass2",2,4,NA,"animal","koalaBear","distrClass1",4,2,"bear","animal",1,1,0,"bear","","1449262410780","bear","False","False","False","grizzlyBear",NA,NA,"","","","",""
"1668","7830-a",1449262438753,35,"subSuperTrial","distr12","coffeeTable","target",4,3,"table","furniture","blackStimulus",NA,5,5,NA,NA,"sideTable","distrClass1",3,4,"table","furniture","bookcase","distrClass2",2,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"coffee","","1449262434658","coffee","False","False","False","coffeeTable",NA,NA,"","","","",""
"1674","7830-a",1449262471573,41,"subSuperTrial","distr33","diningTable","target",4,4,"table","furniture","squirrel","distrClass3",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"lion","distrClass3",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1449262469743","table","False","False","False","diningTable",NA,NA,"","","","",""
"1675","7830-a",1449262476611,42,"subSuperTrial","distr23","pug","target",2,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"ivy","distrClass3",4,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"sheep","distrClass2",3,3,NA,"animal",1,1,0,"dog","","1449262474088","dog","False","False","False","pug",NA,NA,"","","","",""
"1676","7830-a",1449262484733,43,"subSuperTrial","distr23","jellyBeans","target",3,2,"candy","snack","chips","distrClass2",4,3,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"iguana","distrClass3",2,4,NA,"animal",1,1,0,"bean","","1449262482703","bean","False","False","False","jellyBeans",NA,NA,"","","","",""
"1679","7830-a",1449262501021,46,"subSuperTrial","distr33","blackBear","target",3,4,"bear","animal","blackStimulus",NA,1,1,NA,NA,"bathrobe","distrClass3",4,3,NA,"clothing","popcorn","distrClass3",2,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1449262499231","bear","False","False","False","blackBear",NA,NA,"","","","",""
"1681","7830-a",1449262509696,48,"subSuperTrial","distr12","rose","target",2,4,"flower","plant","blackStimulus",NA,1,1,NA,NA,"lily","distrClass1",4,3,"flower","plant","blackStimulus",NA,5,5,NA,NA,"ivy","distrClass2",3,2,NA,"plant",1,1,0,"red","","1449262508197","red","False","False","False","rose",NA,NA,"","","","",""
"1682","7830-a",1449262514027,49,"subSuperTrial","distr23","sportsCar","target",2,2,"car","vehicle","lion","distrClass3",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"ambulance","distrClass2",4,4,NA,"vehicle",1,1,0,"car","","1449262512149","car","False","False","False","sportsCar",NA,NA,"","","","",""
"1685","7830-a",1449262528482,52,"subSuperTrial","distr23","pandaBear","target",4,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"dress","distrClass3",2,4,NA,"clothing","pig","distrClass2",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"panda!","","1449262527030","panda!","False","False","False","pandaBear",NA,NA,"","","","",""
"1686","7830-a",1449262533125,53,"subSuperTrial","distr22","clownFish","target",3,3,"fish","animal","cow","distrClass2",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"sheep","distrClass2",2,2,NA,"animal",1,1,0,"fish","","1449262531405","fish","False","False","False","clownFish",NA,NA,"","","","",""
"1688","7830-a",1449262543014,55,"subSuperTrial","distr23","polarBear","target",2,2,"bear","animal","rhino","distrClass2",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"ambulance","distrClass3",3,3,NA,"vehicle",1,1,0,"bear","","1449262541548","bear","False","False","False","polarBear",NA,NA,"","","","",""
"1690","7830-a",1449262556438,57,"subSuperTrial","distr12","picnicTable","target",3,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"sideTable","distrClass1",4,3,"table","furniture","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass2",2,4,NA,"furniture",1,1,0,"picknik","","1449262554891","picknik","False","False","False","picnicTable",NA,NA,"","","","",""
"1691","7830-a",1449262562163,58,"subSuperTrial","distr23","dressShirt","target",4,4,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"bathrobe","distrClass2",2,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"cow","distrClass3",3,3,NA,"animal",1,1,0,"shirt","","1449262559883","shirt","False","False","False","dressShirt",NA,NA,"","","","",""
"1693","7830-a",1449262571583,60,"subSuperTrial","distr33","poloShirt","target",2,4,"shirt","clothing","squirrel","distrClass3",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"bison","distrClass3",4,3,NA,"animal",1,1,0,"shirt","","1449262569939","shirt","False","False","False","poloShirt",NA,NA,"","","","",""
"1694","7830-a",1449262576136,61,"subSuperTrial","distr33","minivan","target",2,2,"car","vehicle","crocodile","distrClass3",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass3",3,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"van","","1449262574491","van","False","False","False","minivan",NA,NA,"","","","",""
"1697","7830-a",1449262594727,64,"subSuperTrial","distr22","germanShepherd","target",2,3,"dog","animal","horse","distrClass2",4,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"lion","distrClass2",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"doggy","","1449262593401","doggy","False","False","False","germanShepherd",NA,NA,"","","","",""
"1698","7830-a",1449262599302,65,"subSuperTrial","distr23","husky","target",3,4,"dog","animal","blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",4,2,NA,"furniture","chick","distrClass2",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"doggy","","1449262597873","doggy","False","False","False","husky",NA,NA,"","","","",""
"1701","7830-a",1449262614041,68,"subSuperTrial","distr22","hawaiiShirt","target",4,3,"shirt","clothing","gloves","distrClass2",3,4,NA,"clothing","socks","distrClass2",2,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"shirt","","1449262612081","shirt","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"1703","7830-a",1449262623475,70,"subSuperTrial","distr33","pigeon","target",3,4,"bird","animal","chips","distrClass3",4,3,NA,"snack","blackStimulus",NA,5,5,NA,NA,"motorcycle","distrClass3",2,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,1,1,0,"bird","","1449262622135","bird","False","False","False","pigeon",NA,NA,"","","","",""
"1704","7830-a",1449262627684,71,"subSuperTrial","distr33","eagle","target",3,3,"bird","animal","bathrobe","distrClass3",4,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",2,2,NA,"furniture",1,1,0,"eagle","","1449262626303","eagle","False","False","True","eagle",NA,NA,"","","","",""
"1705","7830-a",1449262639334,72,"subSuperTrial","distr33","parrot","target",2,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"bathrobe","distrClass3",3,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"cookies","distrClass3",4,3,NA,"snack",2,1,1,"bird","great job :)","1449262630519___1449262637485","bird","False","False","False","parrot",NA,NA,"","","","",""
"1707","3158-b",1449262657896,2,"subSuperTrial","distr22","husky","target",4,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass2",3,4,NA,"animal","snake","distrClass2",2,3,NA,"animal",1,1,0,"wolf","","1449262656225","wolf","False","False","False","husky",NA,NA,"","","","",""
"1712","3158-b",1449262707917,7,"subSuperTrial","distr33","pug","target",3,2,"dog","animal","pottedPlant","distrClass3",2,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"train","distrClass3",4,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,1,1,0,"doggie","","1449262706063","doggie","False","False","False","pug",NA,NA,"","","","",""
"1713","3158-b",1449262719607,8,"subSuperTrial","distr22","coffeeTable","target",4,2,"table","furniture","bookcase","distrClass2",3,4,NA,"furniture","wardrobe","distrClass2",2,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1449262713646","table","False","False","False","coffeeTable",NA,NA,"","","","",""
"1715","3158-b",1449262734927,10,"subSuperTrial","distr12","goldFish","target",4,2,"fish","animal","cow","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"discusFish","distrClass1",3,3,"fish","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"small fish","","1449262733643","small fish","False","False","False","goldFish",NA,NA,"","","","",""
"1716","3158-b",1449262740731,11,"subSuperTrial","distr23","diningTable","target",3,4,"table","furniture","bookcase","distrClass2",2,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"iguana","distrClass3",4,2,NA,"animal",1,1,0,"table","","1449262738251","table","False","False","False","diningTable",NA,NA,"","","","",""
"1719","3158-b",1449262764021,14,"subSuperTrial","distr12","blackBear","target",3,4,"bear","animal","blackStimulus",NA,1,1,NA,NA,"koalaBear","distrClass1",4,3,"bear","animal","blackStimulus",NA,5,5,NA,NA,"cow","distrClass2",2,2,NA,"animal",1,1,0,"bear","","1449262762451","bear","False","False","False","blackBear",NA,NA,"","","","",""
"1720","3158-b",1449262773170,15,"subSuperTrial","distr23","grizzlyBear","target",2,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass2",3,4,NA,"animal","dress","distrClass3",4,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1449262767289","bear","False","False","False","grizzlyBear",NA,NA,"","","","",""
"1721","3158-b",1449262785202,16,"subSuperTrial","distr12","pigeon","target",4,2,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass2",3,3,NA,"animal","sparrow","distrClass1",2,4,"bird","animal",1,1,0,"bigger bird","","1449262780569","bigger bird","False","False","False","pigeon",NA,NA,"","","","",""
"1723","3158-b",1449262803447,18,"subSuperTrial","distr22","daisy","target",3,3,"flower","plant","blackStimulus",NA,5,5,NA,NA,"rosemary","distrClass2",4,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass2",2,2,NA,"plant",1,1,0,"flower","","1449262801987","flower","False","False","False","daisy",NA,NA,"","","","",""
"1725","3158-b",1449262832415,20,"subSuperTrial","distr33","polarBear","target",3,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"firetruck","distrClass3",2,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"wardrobe","distrClass3",4,3,NA,"furniture",1,1,0,"polar","","1449262831106","polar","False","False","False","polarBear",NA,NA,"","","","",""
"1727","3158-b",1449262853324,22,"subSuperTrial","distr12","suv","target",3,3,"car","vehicle","sedan","distrClass1",4,2,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"motorcycle","distrClass2",2,4,NA,"vehicle",1,1,0,"suv","","1449262849065","suv","False","False","True","suv",NA,NA,"","","","",""
"1728","3158-b",1449262860006,23,"subSuperTrial","distr12","parrot","target",2,2,"bird","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"sparrow","distrClass1",4,4,"bird","animal","squirrel","distrClass2",3,3,NA,"animal",1,1,0,"colorful","","1449262858364","colorful","False","False","False","parrot",NA,NA,"","","","",""
"1729","3158-b",1449262865188,24,"subSuperTrial","distr22","rose","target",3,4,"flower","plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"grasses","distrClass2",4,3,NA,"plant","ivy","distrClass2",2,2,NA,"plant",1,1,0,"flower","","1449262863937","flower","False","False","False","rose",NA,NA,"","","","",""
"1732","3158-b",1449262889475,27,"subSuperTrial","distr22","dalmatian","target",2,3,"dog","animal","sheep","distrClass2",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"squirrel","distrClass2",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"doggie","","1449262888214","doggie","False","False","False","dalmatian",NA,NA,"","","","",""
"1735","3158-b",1449262910923,30,"subSuperTrial","distr33","sunflower","target",4,2,"flower","plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"cow","distrClass3",3,4,NA,"animal","firetruck","distrClass3",2,3,NA,"vehicle",1,1,0,"flower","","1449262907362","flower","False","False","False","sunflower",NA,NA,"","","","",""
"1737","3158-b",1449262925416,32,"subSuperTrial","distr23","poloShirt","target",3,4,"shirt","clothing","socks","distrClass2",2,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"bison","distrClass3",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1449262924081","shirt","False","False","False","poloShirt",NA,NA,"","","","",""
"1738","3158-b",1449262933980,33,"subSuperTrial","distr33","clownFish","target",3,3,"fish","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"bathrobe","distrClass3",2,2,NA,"clothing","pretzels","distrClass3",4,4,NA,"snack",1,1,0,"fish","","1449262932815","fish","False","False","False","clownFish",NA,NA,"","","","",""
"1742","3158-b",1449262970377,37,"subSuperTrial","distr23","minivan","target",2,2,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"motorcycle","distrClass2",4,4,NA,"vehicle","snake","distrClass3",3,3,NA,"animal",1,1,0,"car","","1449262967849","car","False","False","False","minivan",NA,NA,"","","","",""
"1744","3158-b",1449262990398,39,"subSuperTrial","distr12","catfish","target",4,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"pig","distrClass2",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"discusFish","distrClass1",2,4,"fish","animal",1,1,0,"longer fish","","1449262988015","longer fish","False","False","False","catfish",NA,NA,"","","","",""
"1747","3158-b",1449263010051,42,"subSuperTrial","distr33","swordFish","target",3,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass3",2,3,NA,"furniture","ambulance","distrClass3",4,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,1,1,0,"swordfish","","1449263008299","swordfish","False","False","False","swordFish",NA,NA,"","","","",""
"1750","3158-b",1449263034347,45,"subSuperTrial","distr23","skittles","target",2,3,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass2",4,4,NA,"snack","train","distrClass3",3,2,NA,"vehicle",1,1,0,"skittles","","1449263029643","skittles","False","False","True","skittles",NA,NA,"","","","",""
"1755","3158-b",1449263085338,50,"subSuperTrial","distr33","jellyBeans","target",4,3,"candy","snack","ambulance","distrClass3",2,2,NA,"vehicle","iguana","distrClass3",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"beans","","1449263084011","beans","False","False","False","jellyBeans",NA,NA,"","","","",""
"1756","3158-b",1449263093655,51,"subSuperTrial","distr12","convertible","target",4,4,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"train","distrClass2",2,2,NA,"vehicle","sedan","distrClass1",3,3,"car","vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"silver car","","1449263092205","silver car","False","False","False","convertible",NA,NA,"","","","",""
"1757","3158-b",1449263098298,52,"subSuperTrial","distr23","tulip","target",2,4,"flower","plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"rosemary","distrClass2",4,2,NA,"plant","kitten","distrClass3",3,3,NA,"animal",1,1,0,"flower","","1449263097139","flower","False","False","False","tulip",NA,NA,"","","","",""
"1758","3158-b",1449263105744,53,"subSuperTrial","distr12","dressShirt","target",2,3,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"dress","distrClass2",3,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"campShirt","distrClass1",4,4,"shirt","clothing",1,1,0,"long sleeves","","1449263104209","long sleeves","False","False","False","dressShirt",NA,NA,"","","","",""
"1760","3158-b",1449263115903,55,"subSuperTrial","distr33","sportsCar","target",4,2,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",3,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"rabbit","distrClass3",2,4,NA,"animal",1,1,0,"car","","1449263113710","car","False","False","False","sportsCar",NA,NA,"","","","",""
"1762","3158-b",1449263130569,57,"subSuperTrial","distr12","bedsideTable","target",3,4,"table","furniture","blackStimulus",NA,1,1,NA,NA,"sideTable","distrClass1",4,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,"lamp","distrClass2",2,3,NA,"furniture",1,1,0,"drawers","","1449263129149","drawers","False","False","False","bedsideTable",NA,NA,"","","","",""
"1765","3158-b",1449263156945,60,"subSuperTrial","distr33","eagle","target",2,4,"bird","animal","rosemary","distrClass3",4,3,NA,"plant","motorcycle","distrClass3",3,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"eagle","","1449263154010","eagle","False","False","True","eagle",NA,NA,"","","","",""
"1766","3158-b",1449263168896,61,"subSuperTrial","distr22","pandaBear","target",4,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"crocodile","distrClass2",2,2,NA,"animal","lobster","distrClass2",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"bear","","1449263164613","bear","False","False","False","pandaBear",NA,NA,"","","","",""
"1768","3158-b",1449263185855,63,"subSuperTrial","distr23","tShirt","target",2,2,"shirt","clothing","dress","distrClass2",4,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass3",3,4,NA,"snack",1,1,0,"shirt","","1449263181878","shirt","False","False","False","tShirt",NA,NA,"","","","",""
"1770","3158-b",1449263200297,65,"subSuperTrial","distr23","hummingBird","target",4,4,"bird","animal","rhino","distrClass2",2,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"firetruck","distrClass3",3,3,NA,"vehicle",1,1,0,"bird","","1449263198136","bird","False","False","False","hummingBird",NA,NA,"","","","",""
"1772","3158-b",1449263212137,67,"subSuperTrial","distr23","gummyBears","target",3,3,"candy","snack","ambulance","distrClass3",2,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",4,2,NA,"snack",1,1,0,"candy","","1449263210018","candy","False","False","False","gummyBears",NA,NA,"","","","",""
"1773","3158-b",1449263224903,68,"subSuperTrial","distr22","picnicTable","target",2,3,"table","furniture","wardrobe","distrClass2",4,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"bed","distrClass2",3,2,NA,"furniture","blackStimulus",NA,5,5,NA,NA,1,1,0,"table","","1449263215716","table","False","False","False","picnicTable",NA,NA,"","","","",""
"1774","3158-b",1449263233818,69,"subSuperTrial","distr22","mnMs","target",3,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass2",2,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,"chips","distrClass2",4,3,NA,"snack",1,1,0,"candy","","1449263230198","candy","False","False","False","mnMs",NA,NA,"","","","",""
"1775","3158-b",1449263241673,70,"subSuperTrial","distr22","germanShepherd","target",2,2,"dog","animal","squirrel","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lobster","distrClass2",4,3,NA,"animal",1,1,0,"dog","","1449263237368","dog","False","False","False","germanShepherd",NA,NA,"","","","",""
"1777","3158-b",1449263254988,72,"subSuperTrial","distr33","hawaiiShirt","target",3,3,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"squirrel","distrClass3",4,4,NA,"animal","train","distrClass3",2,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1449263251299","shirt","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"1778","4842-f",1449259607088,1,"subSuperTrial","distr33","bedsideTable","target",4,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass3",3,3,NA,"animal","elephant","distrClass3",2,4,NA,"animal",2,1,1,"Two storage spaces in it","Object?","1449259598563___1449259604944","Two storage spaces in it","False","False","False","bedsideTable",NA,NA,"","","","",""
"1780","4842-f",1449259647763,3,"subSuperTrial","distr12","coffeeTable","target",4,3,"table","furniture","sideTable","distrClass1",3,4,"table","furniture","blackStimulus",NA,1,1,NA,NA,"bed","distrClass2",2,2,NA,"furniture","blackStimulus",NA,5,5,NA,NA,3,1,2,"something id put my feet on when play xbox","?___ok","1449259638495___1449259638800___1449259645692","something id put my feet on when play xbox","False","False","False","coffeeTable",NA,NA,"","","","",""
"1782","4842-f",1449259670912,5,"subSuperTrial","distr22","sportsCar","target",4,3,"car","vehicle","ambulance","distrClass2",3,4,NA,"vehicle","firetruck","distrClass2",2,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"fastest one in the group","","1449259668508","fastest one in the group","False","False","False","sportsCar",NA,NA,"","","","",""
"1785","4842-f",1449259728848,8,"subSuperTrial","distr22","pandaBear","target",3,2,"bear","animal","rabbit","distrClass2",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",4,3,NA,"animal",1,1,0,"no color in this animals fur","","1449259717456","no color in this animals fur","False","False","False","pandaBear",NA,NA,"","","","",""
"1788","4842-f",1449259772829,11,"subSuperTrial","distr23","hummingBird","target",3,4,"bird","animal","motorcycle","distrClass3",2,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"squirrel","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,2,1,1,"wouldn't want to be poked in the eye by its face","oops on the last one. sorry","1449259764106___1449259765419","wouldn't want to be poked in the eye by its face","False","False","False","hummingBird",NA,NA,"","","","",""
"1791","4842-f",1449259816163,14,"subSuperTrial","distr23","parrot","target",2,2,"bird","animal","blackStimulus",NA,1,1,NA,NA,"socks","distrClass3",3,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"rhino","distrClass2",4,4,NA,"animal",1,1,0,"sometimes talks","","1449259814075","sometimes talks","False","False","False","parrot",NA,NA,"","","","",""
"1792","4842-f",1449259830522,15,"subSuperTrial","distr12","goldFish","target",2,4,"fish","animal","blackStimulus",NA,5,5,NA,NA,"discusFish","distrClass1",3,3,"fish","animal","kitten","distrClass2",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"sometimes get flushed","","1449259825823","sometimes get flushed","False","False","False","goldFish",NA,NA,"","","","",""
"1793","4842-f",1449259851258,16,"subSuperTrial","distr33","suv","target",4,2,"car","vehicle","bison","distrClass3",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"dress","distrClass3",3,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"rugged but new","","1449259847262","rugged but new","False","False","False","suv",NA,NA,"","","","",""
